,날짜,언론사,제목,sentiment
9950,2022.02.17,머니투데이,테슬라·아우디·범한 등 총 4개사 3만8246대 리콜,0
9951,2022.02.17,아시아경제,테슬라·아우디 등 4개사 3만8246대 시정조치,0
9952,2022.02.17,KBS,국토부 ‘안전벨트 경고음 오류’ 테슬라 등 시정조치,0
9953,2022.02.17,투데이신문,테슬라·아우디 등 4개社 '제작결함' 3만8246대 리콜,0
9954,2022.02.17,글로벌이코노믹,"국토부, 테슬라·아우디 등 14개 차종 3만8246대 리콜",0
9955,2022.02.17,뉴스토마토,안전장치 경고음 미작동' 테슬라 3만3000대 리콜,0
9956,2022.02.17,뉴스1,"테슬라·아우디·할리데이비슨 등 3만8000여대, 제작결함에 리콜",0
9957,2022.02.17,KBS,‘안전벨트 경고음 오류’ 테슬라 등 14개 차종 리콜 조치,0
9958,2022.02.17,서울와이어,"국내 수입판매 테슬라·아우디폭스바겐, 안전문제로 '리콜'",0
9959,2022.02.17,노컷뉴스,"안전벨트 경고음 꺼진 테슬라, 에어백 불량 아우디 리콜 돌입",0
9960,2022.02.17,쿠키뉴스,테슬라 모델3·아우디 A3 등 14개 차종 3만824대 리콜,0
9961,2022.02.17,디지털타임스,"테슬라, 성에 제거·경고음 제어장치 결함 리콜",0
9962,2022.02.17,아시아투데이,테슬라 모델3·아우디 A3 등 외제차량 3만여대 리콜,0
9963,2022.02.17,일간스포츠,"국토부, 테슬라 모델3·아우디 A3 등 3만824대 리콜",0
9964,2022.02.17,ZDNet Korea,"테슬라 모델 3, 안전벨트 경고음 울리지 않아'…25일 SW 업데이트",0
9965,2022.02.17,비즈니스포스트,"국토부, 테슬라 모델3 모델Y 및 아우디 A3 포함 3만8천 대 결함 리콜",0
9966,2022.02.17,SBS Biz,에어백 안 펴지는 아우디·안전벨트 경고음 안 울리는 테슬라 등 리콜,0
9967,2022.02.17,뉴스핌,테슬라 모델3·아우디 A30 등 3만8246대 제작결함 리콜,0
9968,2022.02.17,경북신문,테슬라 모델3·아우디 A3 등 14개 차종 3만8246대 리콜,0
9969,2022.02.17,시선뉴스,리콜 소식! 테슬라·아우디·범한·할리데이비슨 시정조치 [모터그램],0
9970,2022.02.17,이코노믹리뷰,"국토부, 테슬라 등 4개社 '제작결함' 발견…3만8,246대 '리콜'",0
9971,2022.02.17,이뉴스투데이,국토부 테슬라·아우디·범한·할리데이비슨 3만8000대 리콜,0
9972,2022.02.17,핀포인트뉴스,테슬라·아우디 등 총 4개사 3만8246대 리콜,0
9973,2022.02.17,지피코리아,"테슬라 안전벨트, 아우디 에어백 등 '리콜명령' 3만여대",0
9974,2022.02.17,딜라이트닷넷,"테슬라 모델3 3만3천대, 아우디 A3 4천대 등 리콜",0
9975,2022.02.17,스카이데일리,안전벨트 경고음 미작동·에어백 불량…테슬라·아우디 등 리콜,0
9976,2022.02.17,뉴스웨이,"안전벨트 경고음 미작동' 테슬라, '에어백 불량' 아우디 리콜",0
9977,2022.02.17,소비자가 만드는 신문,"테슬라·아우디 등 3만8000여대, 안전기준 부적합 사항 드러나 리콜",0
9978,2022.02.17,포쓰저널,테슬라·아우디 등 3만8246대 리콜···안전벨트 경고음 오류 등,0
9979,2022.02.17,뉴스워커,테슬라·아우디·범한·할리데이비슨 4개사 총 3만8246대 시정조치,0
9980,2022.02.17,공감신문,"국토부, 테슬라·아우디 등 총 14개 차종 38,246대 제작 결함에 리콜 조치",0
9981,2022.02.17,한국면세뉴스,"국토부, 안전벨트 경고음 안 울린 테슬라-에어백 불량 아우디 등 리콜 조치",0
9982,2022.02.17,공공뉴스,[자동차 리콜] 테슬라 모델3·아우디 A3 등 3만8천여대 제작결함,0
9983,2022.02.17,에너지플랫폼뉴스,테슬라 모델 3 등 2개 차종 안전기준 부적합 리콜,0
10006,2022.02.17,서울신문,테슬라 3만여대 리콜…안전기준 부적합 확인,0
10007,2022.02.17,중앙일보,"안전벨트 경고음 안 울린 테슬라, 에어백 불량 아우디 리콜",0
10008,2022.02.17,SBS Biz,안전벨트 경고음 결함으로 테슬라 3.3만여대 리콜,0
10009,2022.02.17,EBN,"테슬라, 모델3·모델Y 3만3천여대 리콜",0
10010,2022.02.17,TV조선,"테슬라 모델3·모델Y 3만여 대 리콜…""안전벨트 경고음 오류""",0
10011,2022.02.17,중소기업신문,테슬라 3만3000대 '경고음 미작동' 리콜,0
10012,2022.02.17,파이낸셜뉴스,"테슬라 모델3·모델Y 3만대 리콜…""안전벨트 경고음 오류""",0
10013,2022.02.17,연합뉴스TV,안전벨트 경고음 오류…테슬라 3.3만대 리콜,0
10014,2022.02.17,MBN,안전벨트 경고음 오류∙에어백 불량…테슬라 등 14개 차종 3만8천 대 리콜,0
10015,2022.02.17,서울이코노미뉴스,"테슬라 '모델3', '모델Y' 3만3천대 리콜…안전벨트 경고음 안 울려",0
10016,2022.02.17,SBS Biz,안전벨트 경고음 오류에 에어백 불량…테슬라·아우디 등 3만8천여대 리콜,0
10017,2022.02.17,연합뉴스,테슬라 모델3·모델Y 3만3천대 리콜…안전벨트 경고음 등 오류,0
10018,2022.02.17,UPI뉴스,안전벨트 경고음 미작동' 테슬라 모델3·모델Y 3만여대 리콜,0
10019,2022.02.17,컨슈머치,테슬라 모델3 등 3만3127대 리콜…안전벨트 경고음 미작동,0
10020,2022.02.17,오피니언뉴스,테슬라 모델3·모델Y 3.3만대 안전벨트 경고음 오류 등 리콜,0
10021,2022.02.17,월요신문,테슬라 모델3·모델Y 3만3127대 리콜…안전벨트 경고음 미작동,0
10022,2022.02.17,금융소비자뉴스,소프트웨어 오류' 테슬라 모델3·모델Y 3만3천대 등 리콜,0
10023,2022.02.17,매일신문,안전벨트 경고음 등 오류…테슬라 모델3·모델Y 3만3천대 리콜,0
10024,2022.02.17,소셜밸류,테슬라 모델3·모델Y 3만3천대 리콜…안전벨트 경고음 등 오류,0
10025,2022.02.17,부산일보,"테슬라 모델3·Y, 안전벨트 경고음 미작동으로 리콜",0
10116,2022.01.25,연합인포맥스,"무디스, 테슬라 신용등급 'Ba1'으로 두단계 상향",1
10118,2022.01.25,더구루,"테슬라, 자율주행차량 보험 美 5개주로 확대",1
10122,2022.01.25,글로벌이코노믹,[초점] 테슬라 '프리몬트공장' 생산성 1위 등극… 美자동차업계 지각변동,1
10123,2022.01.25,더구루,"테슬라, 자율주행차량 보험 美 5개주로 확대",1
10126,2022.01.25,데일리카,"테슬라, 300㎾ 이상 초급속 슈퍼차저 구축하나?..“최고 370㎾” 전망",1
10132,2022.01.25,내외경제tv,"美증시, 급락하다 막판 돌연 반등…애플·테슬라 '휘청'",0
10135,2022.01.25,글로벌경제,"테슬라, 장중 6% 폭락...나스닥 4.9%↓에서 0.6↑% 상승 마감 '롤러코스트' 장 연출",0
10139,2022.01.25,핀포인트뉴스,다우 나스닥 막판 급반등... 테슬라 하락 필라델피아반도체지수 상승 비트코인ETF '휘청',0
10141,2022.01.25,초이스경제,뉴욕증시 나스닥100 '상승'...테슬라·넷플릭스 '막판에 낙폭 크게 축소',0
10142,2022.01.25,핀포인트뉴스,연준 조기긴축· 우크라 리스크 다우 나스닥 대폭락... 테슬라 와르르 삼성SDI LG화학 초비상,0
10143,2022.01.25,뉴스투데이,"[N2 모닝 경제 브리핑-1월 25일] 美 증시, FOMC 긴축우려 속 극적 상승...테슬라·엔비디아·넷플릭스↓",0
10147,2022.01.25,초이스경제,"뉴욕증시 마감38분전...러셀2000 · 비트코인 '급등', 테슬라 '급락', 美10년물금리 1.744%",0
10149,2022.01.25,한국금융신문,"뉴욕증시 급락 후 극적 반등, 3대지수 상승 마감…테슬라 -1.47% 선방",1
10367,2022.01.25,파이낸셜뉴스,"日파나소닉, 세계 최장 EV배터리 내년 양산...""테슬라 공급용""",1
10368,2022.01.25,조선비즈,"日파나소닉, 전기차 주행거리 20% 늘려주는 배터리 내년 양산...“테슬라에 우선 공급”",1
10369,2022.01.25,이투데이,"일본 파나소닉, 내년 새 테슬라 배터리 양산",1
10370,2022.01.25,블로터,"“용량 5배 키웠다”...파나소닉, 이르면 내년부터 ‘테슬라’ 신형 배터리 양산",1
10371,2022.01.25,디지털투데이,"파나소닉, 테슬라 4680 배터리 2023년부터 양산",1
10373,2022.01.25,이데일리,"파나소닉, 내년 성능 20% 높인 배터리 생산…테슬라 우선 공급",1
10374,2022.01.25,디지털데일리,"파나소닉, 주행거리 20% 늘린 배터리 양산…테슬라 우선 공급",1
10378,2022.01.25,ZDNet Korea,"파나소닉, 테슬라용 신형 배터리 내년부터 양산",1
10382,2022.01.25,이코노뉴스,"뉴욕증시, 우크라이나 사태 등 영향 롤러코스터장세속 상승마감…애플 등 기술주 폭락하다 급반등, 장중 9%이상 추락 테슬라 1%대 하락",0
10395,2022.02.07,서울신문,"테슬라, 작년 전기차 시장 압도적 1위… 中 상승세",1
10408,2022.02.07,데일리카,[시승기] 새로 추가된 테슬라 ‘오토파일럿 회생 제동’..모델3로 써보니,1
10412,2022.02.07,뉴스핌,"[홍콩 시황LIVE] 식품음료·테슬라 테마주 약세, 농푸스프링 6%↓",1
10413,2022.02.07,CNB저널(문화경제),"삼성증권 미국 주식 주간거래 서비스 오픈... ""앞으론 낮에도 애플, 테슬라 주식 풀매수!""",
10417,2022.02.07,시선뉴스,"현대차 일본 시장 재진출 - 테슬라 '이유없이 급제동' 민원 – 에디슨모터스, 쌍용차에 운영자금 지원 [모터그램]",0
11185,2022.02.07,서울신문,"테슬라, 작년 전기차 시장 압도적 1위… 中 상승세",1
11187,2022.02.07,노컷뉴스,흔들리는 '테슬라 아성'…전기차 시장 '춘추전국시대',0
11193,2022.02.07,머니S,지난해 세계 전기차 절반은 중국서 팔렸다… 전체 1위는 테슬라,1
11199,2022.02.07,내일신문,"지난해 전기차 판매 급증 … 테슬라 19.5%, 상하이기차 13.0% 차지",1
11488,2022.02.10,뉴시스,"테슬라, 이달에만 3번째 리콜…이번엔 성에 제거 결함",0
11489,2022.02.10,머니S,"“중고 테슬라 가격, 새 차와 비슷한 수준”… 반도체 쇼크·출고 지연 여파",0
11492,2022.02.10,ZDNet Korea,"테슬라, 2만6천대 또 리콜...이달만 세 번째",0
11493,2022.02.10,글로벌이코노믹,[단독] 테슬라 기가팩토리4 가동 3월 이후로 늦춰질 듯,0
11494,2022.02.10,뉴스1,‘인종차별 소송’ 나스닥 급등에도 테슬라 1% 상승에 그쳐(상보),1
11495,2022.02.10,서울경제,[글로벌 핫스톡] 테슬라 '4680배터리' 양산으로 1분기말 반등 기회,1
11498,2022.02.10,연합인포맥스,"미국 교통부 장관 ""테슬라 등 혁신 기업 존경""",1
11499,2022.02.10,엠투데이,"美 당국, 테슬라 강도 높은 조사. 이번엔 보행자 경고음 문제로 57만9천대 리콜",0
11500,2022.02.10,글로벌이코노믹,"[초점] 테슬라, 美 최대 자동차 내수시장 캘리포니아 제패 임박",1
11501,2022.02.10,SBS Biz,"[글로벌 비즈 브리핑] 테슬라, 美서 2만6천581대 리콜...이달에만 3번 째 리콜",0
11502,2022.02.10,엠투데이,테슬라 차량 소프트웨어 결함 속출. 최근 두 달간 6건,0
11503,2022.02.10,베타뉴스,테슬라 중국 매출 2년 연속 100% 증가…지난해 16.5조원 기록,1
11506,2022.02.10,뉴스1,[속보] 나스닥 2% 이상 급등에도 테슬라 1% 상승에 그쳐,1
11509,2022.02.10,미주중앙일보,[브리프] '테슬라 또 2만6000대 리콜' 외,0
11510,2022.02.10,글로벌이코노믹,"[뉴욕증시] 폭발 속 테슬라 나홀로 휘청 , 스페이스X 인터넷 위성 대량 분실",0
11511,2022.02.10,데일리카,"테슬라, 모델3·모델Y 주문 후 인도 6개월 소요..왜?",0
11512,2022.02.10,핀포인트뉴스,"테슬라·리비안·루시드, 주가 큰 폭 상승…전기차 관련株 훈풍부나",1
11743,2022.02.10,뉴시스,"테슬라, 이달에만 3번째 리콜…이번엔 성에 제거 결함",0
11744,2022.02.10,이데일리,"테슬라, 미국서 2.7만대 또 리콜…이달에만 3번째",0
11745,2022.02.10,MBC,[이 시각 세계] 테슬라 '성에 제거 기능 문제'로 2만 6천 대 리콜,0
11746,2022.02.10,SBS Biz,테슬라 또 리콜…이번엔 성에 제거 결함,0
11747,2022.02.10,머니S,"테슬라 리콜, 이달에만 세번째… 앞유리 성에 제거 결함 확인",0
11748,2022.02.10,YTN,"美 테슬라, 성에 제거 기능 문제로 2만여 대 리콜",0
11749,2022.02.10,지피코리아,결함 어쩌나 테슬라' 미국서 지속되는 결함 리콜...이번엔 2만6000대,0
11750,2022.02.10,더드라이브,"""이달만 세 번째"" 테슬라, '또' 결함 발견으로 리콜",0
11751,2022.02.10,월요신문,"테슬라, 이달 들어 벌써 3번째 리콜…성에 제거 관련 결함",0
11752,2022.02.10,데일리카,"테슬라, 북미서 2만7천여 대 리콜..앞유리 성에 제거 기능 이상?",0
11753,2022.02.10,디지털데일리,"테슬라, 2만6681대 리콜… SW오류시 앞유리 성에 제거기능 저하",0
11754,2022.02.10,핀포인트뉴스,테슬라 2만 6000여대 리콜 이달 벌써 3번째... 삼성SDI LG화학 SK이노베이션 주가는?,0
11869,2022.01.21,경향신문,BMW·테슬라·현대차 등 7개사 2만9092대 리콜,0
11871,2022.01.21,매일경제,지프 혼다 아우디 테슬라 등 26개 브랜드 3만여대 리콜,0
11877,2022.01.21,뉴스1,"기술주 매도에도 테슬라 상승 마감, 천슬라 복귀는 실패(상보)",0
11881,2022.01.21,뉴스1,[속보] 테슬라 0.06% 상승한 996.27 달러에 마감,1
11883,2022.01.21,글로벌이코노믹,美 테슬라 프리몬트 공장 직원 작업중 사망…원인은 불분명,0
11884,2022.01.21,내외경제tv,"美 증시, 초반 오르더니 급속히 하락…테슬라 소폭 '상승'",1
12068,2022.01.21,경향신문,BMW·테슬라·현대차 등 7개사 2만9092대 리콜,0
12069,2022.01.21,연합뉴스,보닛 불량 등 제작결함…테슬라·BMW 등 7개사 2만9천대 리콜,0
12070,2022.01.21,머니S,“내 차 리콜 확인하세요”… 테슬라·BMW·현대차·혼다 등 2만9092대,0
12071,2022.01.21,뉴시스,"국토부, BMW·테슬라 등 26개 차종 3만여대 리콜",0
12072,2022.01.21,MBC,보닛 불량 등 제작결함‥테슬라·BMW 등 7개사 2만9천대 리콜,0
12073,2022.01.21,뉴스1,"테슬라·현대·혼다 등 2만9092대, 제작결함에 리콜",0
12074,2022.01.21,서울신문,BMW·아우디·테슬라 등 26개 차종·2만 9092대 리콜,0
12075,2022.01.21,한국경제TV,"테슬라·BMW 등 7개사 26개 차종, 2만9천대 리콜",0
12076,2022.01.21,쿠키뉴스,BMW·테슬라 등 26개 차종 2만9092대 제작결함으로 리콜,0
12077,2022.01.21,SBS Biz,"국토부, 보닛 불량 등 제작결함으로 테슬라·BMW 등 7개사 리콜",0
12078,2022.01.21,지피코리아,테슬라·BMW 등 7개사 2만9천대 리콜,0
12079,2022.01.21,이뉴스투데이,보닛 불량 등 제작결함…테슬라·BMW 등 7개사 2만9092대 리콜,0
12080,2022.01.21,딜라이트닷넷,BMW‧테슬라‧현대차 등 26개 차종 2만9092대 리콜,0
12081,2022.01.21,더팩트,BMW·테슬라·현대차 등 26개 차종 3만여대 리콜,0
12082,2022.01.21,서울이코노미뉴스,보닛불량 등 제작결함…테슬라·BMW 등 7개사 2만9천대 리콜,0
12083,2022.01.21,FETV,BMW•혼다•테슬라•현대차 등 7개사 2.9만여대 리콜,0
12084,2022.01.21,시사저널이코노미,"국토부, BMW·테슬라 등 3만여대 리콜···올해도 역대급 기록할까",0
12085,2022.01.21,SBS Biz,"테슬라·BMW 등 7개사, 제작결함으로 2만9천대 리콜",0
12086,2022.01.21,투데이코리아,"""안전 기준 미흡"" BMW·테슬라 등 3만여 대 대규모 리콜",0
12087,2022.01.21,서울와이어,BMW·테슬라·현대차 등 7개사 26개 차종 2만9092대 '리콜',0
12088,2022.01.21,소비자가 만드는 신문,"테슬라·BMW·혼다 등 26개 차종 2만9092대, 제작결함으로 리콜",0
12089,2022.01.21,연합뉴스TV,BMW·테슬라 등 7개사 제작결함…2만9천대 리콜,0
12090,2022.01.21,글로벌경제,현대차·BMW·테슬라 등 26개 차종 2만9092대 '제작결함' 리콜,0
12091,2022.01.21,여성소비자신문,"국토부, BMW/테슬라 등 26개 차종 3만여대 리콜…추후 과징금 부과",0
12092,2022.01.21,오피니언뉴스,보닛 불량 등 제작결함…테슬라·BMW 등 7개사 2.9만대 리콜,0
12093,2022.01.21,핀포인트뉴스,BMW코리아·테슬라 등 26개 차종 2만9092대 리콜,0
12094,2022.01.21,포쓰저널,스텔란티스·BMW·현대·테슬라 등 2만9092대 리콜···'시동꺼짐' 등 결함,0
12095,2022.01.21,천지일보,안전기준 부적합 발견… 테슬라·BMW 등 26개 차종 2만 9092대 리콜,0
